student_id,academic_year,major,facility_rated,satisfaction_score,timestamp,comments
STU10298,2023-2024,Electrical Engineering,,5.0,2023-12-28 12:21:11,
STU10299,,Mechanical Engineering,Administration Office,2.0,2023-07-09 09:07:22,
STU10300,2024-2025,Mechanical Engineering,Library,4.0,2024-06-26 16:18:59,
STU10301,,Economics,Library,5.0,2022-03-16 12:55:48,
,2021-2022,Architecture,Library,4.0,2021-11-20 09:25:38,
STU10303,2023-2024,Architecture,Parking,1.0,2023-09-09 16:36:48,
STU10304,2021-2022,Electrical Engineering,,1.0,2021-07-13 11:10:12,
STU10305,2021-2022,Mathematics,Cafeteria,4.0,2021-08-08 13:44:11,
,2022-2023,Chemistry,Medical Center,4.0,2022-10-05 16:24:26,Could be better at medical center
STU10307,2022-2023,Psychology,Library,5.0,2022-02-18 10:03:29,
,2023-2024,Business Administration,Cafeteria,4.0,2023-08-20 09:32:11,Very happy with cafeteria services
STU10309,2023-2024,Mechanical Engineering,Auditorium,2.0,2023-02-19 10:50:53,Very happy with auditorium services
STU10310,2024-2025,Civil Engineering,Classrooms,3.0,2024-05-02 14:02:15,
STU10311,,Physics,Cafeteria,3.0,2024-01-23 13:20:48,Good experience with cafeteria
STU10312,2023-2024,Physics,Classrooms,4.0,2023-05-22 10:35:34,Good experience with classrooms
STU10313,2022-2023,Chemistry,Hostel,1.0,2022-03-28 17:22:39,
STU10314,2021-2022,English Literature,Auditorium,4.0,2021-12-01 16:38:33,Excellent facilities at auditorium
STU10315,2023-2024,Business Administration,Administration Office,,2023-04-19 10:27:34,
STU10316,2021-2022,,Library,,2021-05-08 10:47:51,
STU10317,2023-2024,Civil Engineering,Library,4.0,2023-05-24 16:58:02,
STU10318,2022-2023,English Literature,Classrooms,3.0,2022-11-10 11:49:05,
STU10319,2022-2023,Architecture,Parking,,2022-05-10 13:34:22,
STU10320,2024-2025,Physics,Library,4.0,2024-11-15 12:16:44,
STU10321,2023-2024,Business Administration,Computer Lab,5.0,2023-02-13 14:52:58,
STU10322,2022-2023,Mechanical Engineering,Cafeteria,2.0,2022-01-21 13:43:10,
STU10323,2022-2023,History,Administration Office,3.0,2022-02-11 12:50:16,
STU10324,2022-2023,Biology,Auditorium,2.0,2022-03-05 15:20:07,Good experience with auditorium
STU10325,2023-2024,Biology,Cafeteria,3.0,2023-05-02 14:44:46,
STU10326,2021-2022,English Literature,Medical Center,4.0,2021-05-17 16:19:40,
STU10327,2024-2025,Computer Science,Cafeteria,3.0,2024-10-16 12:31:05,
STU10328,2022-2023,Biology,Library,5.0,2022-07-15 17:50:49,
STU10329,2024-2025,English Literature,Hostel,2.0,2024-04-07 11:47:08,Excellent facilities at hostel
STU10330,2022-2023,Computer Science,Library,5.0,2022-03-06 11:58:04,
STU10331,2023-2024,Psychology,Hostel,2.0,2023-06-11 11:53:09,Could be better at hostel
STU10332,2023-2024,History,Hostel,1.0,2023-03-24 17:29:46,
STU10333,2022-2023,Chemistry,Library,4.0,2022-07-03 09:35:24,
STU10334,2021-2022,Economics,Administration Office,3.0,2021-12-09 09:35:34,
STU10335,2021-2022,Physics,Hostel,1.0,2021-04-06 11:07:02,
STU10336,2023-2024,Mechanical Engineering,Cafeteria,3.0,2023-06-16 10:39:16,
STU10337,2023-2024,Biology,Hostel,1.0,2023-08-15 10:38:02,
STU10338,2024-2025,Architecture,Medical Center,3.0,2024-06-07 13:38:00,
STU10339,2022-2023,Economics,Computer Lab,4.0,2022-03-25 17:21:30,
STU10340,2023-2024,Architecture,Parking,2.0,2023-08-22 12:19:31,
STU10341,2022-2023,Architecture,Sports Complex,5.0,2022-06-04 15:07:17,
STU10342,2021-2022,Mechanical Engineering,Hostel,3.0,2021-11-09 09:14:56,Needs improvement in hostel
,2023-2024,Mechanical Engineering,Classrooms,1.0,2023-07-24 10:07:40,
STU10344,2024-2025,Economics,Auditorium,1.0,2024-11-19 17:26:33,
STU10345,2023-2024,Electrical Engineering,,1.0,2023-06-16 16:11:50,Needs improvement in cafeteria
STU10346,2021-2022,Economics,Library,5.0,2021-09-24 15:09:46,
STU10347,2024-2025,Business Administration,Library,4.0,2024-11-17 12:46:24,Excellent facilities at library
,2022-2023,Electrical Engineering,Computer Lab,4.0,2022-05-22 15:27:40,
STU10349,2021-2022,Architecture,Cafeteria,4.0,2021-09-28 15:40:12,
STU10350,2024-2025,Mechanical Engineering,Auditorium,1.0,2024-06-11 14:55:21,Excellent facilities at auditorium
STU10351,2023-2024,Economics,Hostel,1.0,2023-08-07 12:17:02,
STU10352,2023-2024,Business Administration,Administration Office,2.0,2023-01-04 13:59:42,
STU10353,2021-2022,Biology,Classrooms,2.0,2021-05-12 13:09:45,Could be better at classrooms
STU10354,2022-2023,Biology,Library,4.0,2022-10-03 17:02:46,
STU10355,2024-2025,Civil Engineering,Administration Office,,2024-09-04 14:00:19,
STU10356,2022-2023,Computer Science,Administration Office,1.0,2022-12-27 14:52:41,
,2024-2025,Mechanical Engineering,Computer Lab,4.0,2024-05-25 09:54:57,Good experience with computer lab
STU10358,2022-2023,English Literature,Computer Lab,5.0,2022-07-04 11:08:31,
STU10359,2023-2024,Physics,Administration Office,2.0,2023-06-27 12:39:02,
STU10360,2024-2025,Mechanical Engineering,Medical Center,,2024-10-04 16:08:54,
STU10361,2024-2025,Mechanical Engineering,Classrooms,1.0,2024-01-27 15:41:56,
STU10362,2023-2024,Economics,Cafeteria,3.0,2023-05-08 16:03:46,Satisfactory services at cafeteria
STU10363,2022-2023,Computer Science,Sports Complex,5.0,2022-06-28 17:46:30,
STU10364,,Computer Science,Hostel,1.0,2021-04-09 16:53:32,
STU10365,2023-2024,Economics,Parking,2.0,2023-05-06 14:21:17,
STU10366,2021-2022,Architecture,,5.0,2021-08-12 09:16:47,
STU10367,2023-2024,History,Classrooms,1.0,2023-04-03 16:58:25,
STU10368,2022-2023,,Auditorium,2.0,2022-03-23 15:37:53,Could be better at auditorium
STU10369,2021-2022,Electrical Engineering,Hostel,2.0,2021-11-21 10:33:54,
STU10370,2024-2025,Architecture,Sports Complex,4.0,2024-01-11 15:16:58,
STU10371,2023-2024,,Classrooms,4.0,2023-09-05 12:36:27,
STU10372,,English Literature,Computer Lab,4.0,2022-12-08 10:54:07,
STU10373,2022-2023,English Literature,Auditorium,5.0,2022-03-12 12:08:53,
STU10374,2024-2025,Electrical Engineering,Library,4.0,2024-07-17 11:19:19,
STU10375,2024-2025,Computer Science,,3.0,2024-10-14 09:17:44,
STU10376,2023-2024,Mechanical Engineering,Sports Complex,5.0,2023-01-26 12:51:22,
STU10377,2022-2023,Physics,Computer Lab,4.0,2022-01-22 10:55:44,Poor maintenance of computer lab
STU10378,2023-2024,English Literature,Administration Office,2.0,2023-03-12 11:18:44,
STU10379,2024-2025,Psychology,Parking,3.0,2024-05-14 12:22:41,
STU10380,2023-2024,Economics,Administration Office,1.0,2023-03-16 15:45:27,
STU10381,2022-2023,Chemistry,Cafeteria,5.0,2022-01-03 16:26:39,Poor maintenance of cafeteria
STU10382,2023-2024,Mathematics,Administration Office,2.0,2023-03-02 17:48:22,Poor maintenance of administration office
STU10383,2022-2023,Business Administration,Computer Lab,5.0,2022-09-25 14:05:36,
STU10384,2022-2023,Psychology,Classrooms,5.0,2022-04-03 11:21:46,Poor maintenance of classrooms
STU10385,2022-2023,Civil Engineering,Auditorium,5.0,2022-07-26 10:29:36,
STU10386,2024-2025,Architecture,Auditorium,3.0,2024-06-04 15:15:55,
STU10387,2023-2024,Mathematics,Library,5.0,2023-07-10 10:08:16,
STU10388,2021-2022,Physics,Library,5.0,2021-04-15 17:58:20,
STU10389,2023-2024,Physics,Cafeteria,4.0,,Very happy with cafeteria services
STU10390,2022-2023,Computer Science,Medical Center,2.0,2022-07-25 09:33:58,
STU10391,2022-2023,Biology,Sports Complex,5.0,2022-03-17 09:11:47,
STU10392,2024-2025,Computer Science,Library,5.0,2024-04-04 10:48:18,
STU10393,2021-2022,Architecture,Parking,2.0,2021-02-23 12:23:58,
STU10394,2023-2024,Computer Science,Library,5.0,2023-05-01 13:26:15,
STU10395,2021-2022,Architecture,Cafeteria,3.0,2021-12-16 17:19:30,
STU10396,2022-2023,Mathematics,Classrooms,3.0,2022-09-05 16:06:13,
STU10397,2023-2024,Psychology,Cafeteria,3.0,2023-02-20 16:59:32,
STU10398,2022-2023,English Literature,Computer Lab,5.0,2022-01-06 09:04:56,
STU10399,2023-2024,Mathematics,Library,4.0,2023-09-19 14:04:58,Very happy with library services
STU10400,2022-2023,Computer Science,Sports Complex,5.0,2022-07-14 15:18:53,
STU10401,2024-2025,Mathematics,Hostel,3.0,2024-09-25 16:25:28,
,2021-2022,Chemistry,Computer Lab,5.0,2021-09-05 10:25:19,
STU10403,2022-2023,History,Medical Center,3.0,2022-03-10 10:24:34,Poor maintenance of medical center
STU10404,2023-2024,Biology,,2.0,2023-11-23 15:26:28,
STU10405,2021-2022,Physics,Classrooms,4.0,2021-12-19 12:34:46,
STU10406,,,Cafeteria,3.0,2023-10-09 09:31:47,
,2023-2024,English Literature,Hostel,3.0,2023-01-19 17:09:52,
STU10408,2023-2024,Business Administration,Administration Office,2.0,2023-02-25 09:48:44,
STU10409,2022-2023,Civil Engineering,Cafeteria,1.0,2022-10-04 17:44:45,Disappointed with cafeteria condition
STU10410,2022-2023,Biology,Library,5.0,2022-11-22 10:34:51,
STU10411,2024-2025,History,Sports Complex,,2024-09-27 11:55:27,
STU10412,2023-2024,,Hostel,2.0,,Poor maintenance of hostel
STU10413,2021-2022,Computer Science,Auditorium,5.0,2021-11-16 10:39:10,
,2023-2024,Chemistry,Library,5.0,2023-02-16 15:09:17,
STU10415,2024-2025,English Literature,Administration Office,1.0,2024-10-06 09:54:55,
STU10416,,Architecture,Parking,2.0,2022-06-11 17:38:48,
,2024-2025,Business Administration,Auditorium,2.0,2024-08-27 13:01:57,Poor maintenance of auditorium
STU10418,2024-2025,Mathematics,Sports Complex,5.0,2024-11-05 10:33:21,
STU10419,,Economics,Sports Complex,5.0,2023-07-11 14:23:03,Good experience with sports complex
STU10420,2023-2024,Architecture,Classrooms,2.0,2023-09-01 14:37:20,Excellent facilities at classrooms
STU10421,2023-2024,History,Computer Lab,5.0,2023-03-13 12:18:34,
STU10422,2021-2022,,Administration Office,2.0,2021-09-21 12:23:24,
STU10423,2022-2023,Psychology,Computer Lab,5.0,2022-10-17 15:15:32,
STU10424,2024-2025,Biology,Cafeteria,5.0,2024-03-07 14:40:53,
STU10425,2024-2025,History,Medical Center,3.0,2024-09-22 17:28:46,
STU10426,2021-2022,Architecture,Sports Complex,4.0,2021-07-13 09:54:39,
STU10427,2023-2024,,Hostel,1.0,2023-06-01 09:42:31,
STU10428,2022-2023,Chemistry,Cafeteria,4.0,2022-02-09 15:54:46,
STU10429,2022-2023,Architecture,Administration Office,2.0,2022-09-15 09:32:18,
STU10430,2022-2023,Chemistry,Library,4.0,2022-02-19 14:00:33,Very happy with library services
STU10431,2021-2022,Computer Science,Computer Lab,,2021-07-24 09:06:12,
STU10432,2024-2025,Psychology,Parking,2.0,2024-05-01 09:16:42,Excellent facilities at parking
STU10433,2022-2023,Economics,Computer Lab,4.0,2022-10-28 17:53:27,
STU10434,2023-2024,Economics,Auditorium,1.0,2023-03-12 11:53:40,
STU10435,2023-2024,Electrical Engineering,Hostel,2.0,2023-03-11 13:45:29,
STU10436,2021-2022,Mechanical Engineering,Administration Office,3.0,2021-12-15 17:39:35,
STU10437,2023-2024,Computer Science,Hostel,1.0,2023-06-15 12:28:58,Satisfactory services at hostel
STU10438,2022-2023,Biology,Administration Office,1.0,,
STU10439,2024-2025,Architecture,Hostel,2.0,2024-01-09 10:55:14,Poor maintenance of hostel
STU10440,2023-2024,Chemistry,Parking,2.0,2023-07-26 12:16:34,
STU10441,2023-2024,,Medical Center,4.0,2023-09-28 14:28:57,
,2023-2024,Electrical Engineering,Computer Lab,5.0,2023-04-10 13:52:21,
STU10443,2022-2023,,Classrooms,3.0,2022-09-08 10:29:29,
,2023-2024,Computer Science,Parking,2.0,2023-12-19 15:17:31,
STU10445,2023-2024,Physics,Cafeteria,3.0,2023-01-13 13:57:45,Poor maintenance of cafeteria
STU10446,2024-2025,Chemistry,Medical Center,5.0,2024-04-23 15:05:23,
STU10447,2023-2024,Computer Science,Administration Office,1.0,2023-06-06 13:31:34,
STU10448,2023-2024,Architecture,Hostel,2.0,2023-09-24 16:39:28,
STU10449,2023-2024,Mechanical Engineering,Hostel,2.0,2023-01-22 14:47:26,
STU10450,2022-2023,English Literature,Parking,1.0,2022-11-03 09:34:51,
STU10451,2024-2025,Biology,Computer Lab,4.0,2024-06-14 16:49:48,
,2021-2022,English Literature,Parking,2.0,2021-05-21 11:24:03,
STU10453,2023-2024,English Literature,Hostel,2.0,2023-11-25 12:47:18,
STU10454,2022-2023,Mechanical Engineering,Medical Center,4.0,2022-05-27 13:50:20,
STU10455,2023-2024,Computer Science,Parking,2.0,2023-09-14 10:26:54,
STU10456,2021-2022,English Literature,Computer Lab,5.0,2021-07-09 17:40:53,Satisfactory services at computer lab
STU10457,2023-2024,Psychology,,5.0,2023-08-12 14:21:49,
STU10458,2024-2025,Architecture,Hostel,1.0,2024-01-23 16:53:19,
STU10459,2023-2024,Mathematics,Parking,2.0,2023-02-05 09:37:01,
STU10460,2023-2024,Mathematics,Administration Office,2.0,2023-04-08 16:25:29,
STU10461,2023-2024,Psychology,Medical Center,5.0,2023-11-15 16:47:26,
,2022-2023,Physics,Cafeteria,3.0,2022-04-05 09:46:30,
STU10463,2022-2023,Business Administration,Sports Complex,5.0,2022-05-23 09:16:41,
STU10464,2021-2022,English Literature,Hostel,,2021-12-26 10:58:19,Disappointed with hostel condition
STU10465,2021-2022,Civil Engineering,Computer Lab,5.0,2021-05-25 16:07:39,Very happy with computer lab services
STU10466,2023-2024,Architecture,Administration Office,1.0,2023-08-28 15:27:48,
STU10467,,Civil Engineering,Computer Lab,4.0,2022-04-18 14:23:55,Needs improvement in computer lab
STU10468,2024-2025,English Literature,Computer Lab,5.0,2024-10-08 16:34:43,Could be better at computer lab
STU10469,2024-2025,Computer Science,Medical Center,2.0,,
STU10470,2023-2024,Mechanical Engineering,Cafeteria,4.0,2023-08-17 15:38:12,
STU10471,2024-2025,Civil Engineering,Parking,1.0,,
STU10472,2023-2024,Physics,Cafeteria,2.0,2023-07-07 12:58:24,
STU10473,2024-2025,Economics,Library,5.0,2024-06-19 17:59:25,
STU10474,2022-2023,History,Medical Center,1.0,2022-11-06 14:55:27,Satisfactory services at medical center
STU10475,2022-2023,Economics,Classrooms,2.0,2022-06-06 16:54:07,
STU10476,2023-2024,Electrical Engineering,Parking,1.0,,
,2022-2023,Civil Engineering,Auditorium,1.0,2022-05-26 12:38:21,
STU10478,2023-2024,Chemistry,Hostel,1.0,2023-04-13 09:53:35,
STU10479,2022-2023,Computer Science,Administration Office,2.0,2022-02-27 15:45:07,Needs improvement in administration office
STU10480,2023-2024,Economics,Medical Center,5.0,2023-01-28 17:15:54,
STU10481,2022-2023,Computer Science,Medical Center,5.0,2022-02-14 10:12:42,Excellent facilities at medical center
STU10482,2021-2022,Computer Science,Administration Office,1.0,2021-09-20 13:22:51,Good experience with administration office
STU10483,2022-2023,Biology,Library,5.0,2022-11-02 17:31:14,
STU10484,2023-2024,Physics,Auditorium,3.0,,
STU10485,2021-2022,Computer Science,Library,4.0,2021-05-21 16:22:55,
STU10486,,Business Administration,Cafeteria,1.0,2021-01-03 11:10:23,Satisfactory services at cafeteria
STU10487,2022-2023,Mathematics,Cafeteria,4.0,2022-11-17 14:18:55,
STU10488,2024-2025,Psychology,Computer Lab,5.0,2024-04-22 09:42:35,
STU10489,2021-2022,Computer Science,Auditorium,4.0,2021-07-28 11:57:59,
STU10490,2021-2022,English Literature,Library,4.0,2021-08-01 16:23:15,
STU10491,2021-2022,English Literature,Auditorium,4.0,2021-08-23 17:33:02,Could be better at auditorium
STU10492,2021-2022,Physics,Parking,2.0,2021-08-10 11:02:23,
STU10493,2023-2024,Computer Science,Cafeteria,4.0,2023-09-21 10:22:30,
STU10494,2023-2024,Civil Engineering,Medical Center,1.0,2023-06-25 10:29:02,
STU10495,2022-2023,Computer Science,Sports Complex,4.0,2022-01-20 14:14:57,Poor maintenance of sports complex
STU10496,2023-2024,Physics,Computer Lab,5.0,2023-10-05 14:48:42,
STU10497,,Civil Engineering,Hostel,1.0,2023-03-22 16:22:02,
STU10498,2023-2024,Civil Engineering,Library,4.0,2023-11-05 13:54:36,Excellent facilities at library
STU10499,2023-2024,Business Administration,Auditorium,3.0,2023-02-01 16:59:50,
STU10500,2023-2024,History,Medical Center,2.0,2023-11-08 14:27:57,
STU10501,2021-2022,Chemistry,Computer Lab,4.0,2021-02-23 12:24:11,
STU10502,2022-2023,Business Administration,Library,4.0,2022-10-22 13:14:16,Satisfactory services at library
STU10503,2022-2023,Mathematics,Library,5.0,2022-10-13 09:37:16,
STU10504,2024-2025,Electrical Engineering,Administration Office,3.0,2024-06-27 09:30:52,Poor maintenance of administration office
STU10505,2021-2022,Biology,Parking,2.0,2021-09-02 13:25:19,Satisfactory services at parking
STU10506,2023-2024,Mechanical Engineering,Sports Complex,5.0,2023-07-12 15:14:18,
STU10507,2021-2022,Electrical Engineering,Library,5.0,2021-04-04 11:31:57,
STU10508,,Economics,Library,5.0,2024-02-01 11:31:35,
STU10509,2023-2024,Architecture,Computer Lab,4.0,2023-04-08 12:44:25,Excellent facilities at computer lab
STU10510,2023-2024,Electrical Engineering,Classrooms,3.0,2023-09-07 10:07:06,
,,Chemistry,Auditorium,3.0,2024-10-06 10:49:04,
STU10512,2022-2023,Mechanical Engineering,Medical Center,5.0,2022-06-24 12:28:22,
STU10513,2022-2023,Mathematics,,,2022-05-10 12:05:47,
STU10514,2023-2024,Chemistry,Library,5.0,,
STU10515,2024-2025,Electrical Engineering,Classrooms,1.0,2024-04-22 15:10:12,
STU10516,2021-2022,History,Medical Center,1.0,2021-02-17 17:08:22,Excellent facilities at medical center
STU10517,2022-2023,Civil Engineering,Medical Center,1.0,2022-12-02 16:47:46,
STU10518,2024-2025,Physics,Parking,1.0,2024-09-25 11:51:47,Satisfactory services at parking
STU10519,2022-2023,Business Administration,Computer Lab,,,Needs improvement in computer lab
STU10520,2021-2022,English Literature,Library,4.0,2021-03-21 14:56:43,
STU10521,2022-2023,Chemistry,Sports Complex,5.0,2022-02-26 16:06:46,
STU10522,2021-2022,History,Library,4.0,2021-01-24 12:20:07,
STU10523,2021-2022,History,Classrooms,5.0,2021-12-05 15:15:13,
STU10524,2021-2022,History,Computer Lab,5.0,2021-04-15 12:18:12,
STU10525,2024-2025,English Literature,Medical Center,4.0,2024-04-25 14:35:01,
STU10526,2023-2024,Business Administration,Classrooms,4.0,2023-03-23 10:12:42,
STU10527,2022-2023,Biology,Sports Complex,5.0,2022-04-09 15:50:18,
STU10528,2024-2025,Physics,Sports Complex,5.0,2024-04-18 10:04:19,
STU10529,2023-2024,Biology,Parking,1.0,2023-12-02 17:41:30,
STU10530,2024-2025,Architecture,Cafeteria,1.0,2024-05-19 13:31:01,
STU10531,2022-2023,Mechanical Engineering,Administration Office,2.0,2022-07-21 16:00:10,
STU10532,2023-2024,Chemistry,Hostel,1.0,2023-01-01 09:46:27,
STU10533,2023-2024,Chemistry,Administration Office,2.0,2023-03-26 16:49:42,
STU10534,2021-2022,Electrical Engineering,Parking,3.0,2021-06-02 09:15:01,
STU10535,2022-2023,Biology,Auditorium,5.0,2022-10-28 16:32:12,
STU10536,2023-2024,Business Administration,Classrooms,5.0,2023-06-25 12:49:42,Disappointed with classrooms condition
STU10537,2022-2023,Chemistry,Auditorium,2.0,2022-12-08 17:11:25,Disappointed with auditorium condition
STU10538,2024-2025,Civil Engineering,Medical Center,4.0,2024-02-01 11:59:35,Satisfactory services at medical center
STU10539,2023-2024,Physics,Hostel,1.0,2023-12-05 12:38:23,
STU10540,,Business Administration,Hostel,1.0,2023-02-26 14:55:05,
STU10541,2022-2023,Architecture,Sports Complex,5.0,2022-01-13 12:19:17,
STU10542,2022-2023,Economics,Computer Lab,5.0,2022-08-19 15:30:13,
STU10543,2022-2023,Economics,Medical Center,,2022-07-14 09:40:53,
STU10544,2023-2024,Economics,Sports Complex,5.0,2023-11-14 09:52:30,
STU10545,,Architecture,Classrooms,5.0,2023-11-20 11:04:08,
STU10546,2024-2025,Biology,Hostel,2.0,2024-12-27 17:07:54,
STU10547,2021-2022,English Literature,Medical Center,3.0,2021-06-26 11:19:45,
STU10548,2022-2023,Business Administration,Library,5.0,2022-04-06 16:28:47,Satisfactory services at library
STU10549,2023-2024,Business Administration,Sports Complex,5.0,2023-09-07 12:50:53,
STU10550,,English Literature,Auditorium,4.0,2021-04-15 13:44:21,Disappointed with auditorium condition
STU10551,2021-2022,Chemistry,Parking,1.0,2021-10-23 17:19:55,Very happy with parking services
STU10552,2024-2025,Psychology,Parking,,2024-11-06 10:42:18,
STU10553,2022-2023,Biology,Library,5.0,2022-01-03 16:07:58,Very happy with library services
STU10554,2022-2023,English Literature,Medical Center,5.0,2022-04-25 14:45:11,
STU10555,2024-2025,Architecture,Computer Lab,5.0,2024-09-13 17:53:53,
STU10556,2023-2024,English Literature,Library,5.0,2023-10-11 14:40:22,
STU10557,2022-2023,English Literature,Auditorium,2.0,2022-09-22 11:32:35,Satisfactory services at auditorium
STU10558,2023-2024,Computer Science,Cafeteria,4.0,2023-08-25 11:37:41,
STU10559,2023-2024,Biology,Sports Complex,5.0,2023-07-25 15:21:16,
STU10560,2021-2022,Chemistry,Auditorium,5.0,2021-02-06 12:32:00,Poor maintenance of auditorium
STU10561,2021-2022,Computer Science,Sports Complex,4.0,2021-10-04 09:06:29,
STU10562,2021-2022,Mathematics,Administration Office,3.0,2021-02-20 17:17:27,Disappointed with administration office condition
STU10563,2023-2024,English Literature,Sports Complex,5.0,2023-07-16 15:40:03,Could be better at sports complex
STU10564,2022-2023,History,Sports Complex,5.0,2022-05-07 09:57:25,
STU10565,2021-2022,Biology,Administration Office,3.0,2021-03-05 10:30:36,
STU10566,2022-2023,,,3.0,2022-07-09 14:20:11,
STU10567,2022-2023,Architecture,Computer Lab,5.0,2022-04-07 13:43:53,Very happy with computer lab services
STU10568,2024-2025,History,Classrooms,5.0,2024-10-01 12:58:17,Needs improvement in classrooms
STU10569,2023-2024,Biology,Hostel,,2023-06-10 17:54:56,Satisfactory services at hostel
STU10570,2024-2025,Architecture,Medical Center,4.0,2024-12-19 15:48:08,Could be better at medical center
STU10571,2021-2022,Psychology,Computer Lab,5.0,2021-11-10 15:57:14,
STU10572,2021-2022,Electrical Engineering,Cafeteria,2.0,2021-12-15 11:05:11,
STU10573,2023-2024,Electrical Engineering,Cafeteria,2.0,2023-04-15 12:50:20,Disappointed with cafeteria condition
STU10574,2023-2024,Economics,Cafeteria,1.0,2023-12-14 13:56:06,Could be better at cafeteria
STU10575,2024-2025,Biology,Administration Office,2.0,2024-12-01 16:55:48,Poor maintenance of administration office
STU10576,2024-2025,History,Parking,2.0,2024-09-04 17:22:42,
STU10577,2023-2024,Physics,Hostel,3.0,2023-11-14 10:58:59,Poor maintenance of hostel
STU10578,2023-2024,English Literature,Auditorium,4.0,2023-12-01 12:45:56,Satisfactory services at auditorium
STU10579,2024-2025,Biology,Administration Office,1.0,2024-05-25 12:53:17,
STU10580,2023-2024,Psychology,Hostel,1.0,2023-12-15 10:46:56,
STU10581,2024-2025,Psychology,Computer Lab,5.0,2024-06-13 16:40:00,
STU10582,2024-2025,Psychology,Administration Office,,2024-02-12 15:27:27,
STU10583,2022-2023,History,Sports Complex,5.0,2022-01-05 11:33:34,
STU10584,2023-2024,Architecture,Medical Center,4.0,2023-06-22 11:59:44,Poor maintenance of medical center
STU10585,,Biology,Computer Lab,5.0,2023-05-25 17:00:05,
STU10586,2023-2024,English Literature,Medical Center,5.0,2023-11-18 15:14:32,
STU10587,2021-2022,,Hostel,1.0,,
STU10588,2022-2023,Physics,Computer Lab,5.0,2022-05-26 16:47:44,
STU10589,2021-2022,Business Administration,Classrooms,5.0,2021-12-17 17:01:24,
STU10590,2022-2023,English Literature,Auditorium,5.0,2022-06-06 10:39:02,Satisfactory services at auditorium
STU10591,2021-2022,Electrical Engineering,Hostel,,2021-04-24 11:00:35,Good experience with hostel
STU10592,2024-2025,English Literature,Hostel,3.0,2024-02-19 15:18:24,
STU10593,2024-2025,Computer Science,Parking,1.0,2024-02-16 16:54:17,
STU10594,2023-2024,Biology,Computer Lab,5.0,,
STU10595,2023-2024,Mechanical Engineering,Administration Office,2.0,2023-09-15 12:39:08,
STU10596,2022-2023,Computer Science,Cafeteria,1.0,2022-04-05 15:04:19,
STU10597,2024-2025,Economics,Sports Complex,5.0,2024-10-09 16:02:47,
STU10598,,Architecture,Computer Lab,4.0,2021-05-10 12:55:12,
